id,carat,depth,table,x,y,z,price,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
36537,0.31,61.1,54.0,4.37,4.4,2.68,6.54,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36538,0.9,61.7,56.0,6.19,6.22,3.83,8.737,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36539,0.33,62.3,60.0,4.43,4.4,2.75,6.804,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36540,0.9,66.9,63.0,6.04,5.91,4.0,7.472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36541,0.76,60.6,59.0,5.85,5.94,3.57,8.251,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
36542,0.52,61.6,57.0,5.16,5.19,3.19,7.04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36543,1.21,59.0,60.0,6.94,6.99,4.11,8.697,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36544,1.27,62.2,54.0,6.92,6.95,4.31,9.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36545,0.77,62.5,56.0,5.86,5.91,3.68,8.115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36546,2.07,62.7,54.0,8.17,8.12,5.11,9.727,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36547,0.41,63.2,58.0,4.68,4.72,2.97,6.458,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36548,1.13,62.0,57.0,6.73,6.66,4.15,8.527,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36549,0.5,61.1,58.2,5.08,5.12,3.11,7.566,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36550,0.5,62.9,55.0,5.1,5.07,3.2,7.411,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36551,0.34,61.7,57.0,4.52,4.49,2.78,7.099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36552,0.7,63.8,57.0,5.59,5.63,3.58,7.851,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36553,0.31,63.2,54.0,4.31,4.33,2.73,6.136,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36554,1.09,61.9,56.0,6.64,6.61,4.1,8.491,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36555,1.69,61.8,53.0,7.68,7.71,4.75,9.379,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36556,1.01,62.1,56.0,6.41,6.45,3.99,8.235,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
36557,0.93,62.8,56.0,6.19,6.27,3.91,8.291,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36558,0.36,61.2,56.0,4.61,4.64,2.83,6.109,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36559,1.51,61.8,63.0,7.34,7.28,4.52,9.174,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36560,0.45,59.0,60.0,4.98,5.05,2.96,6.961,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36561,0.41,62.5,56.0,4.77,4.74,2.97,6.868,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36562,0.39,62.6,55.0,4.69,4.66,2.93,6.982,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36563,0.91,62.8,58.0,6.18,6.15,3.87,8.288,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36564,0.38,62.4,56.0,4.65,4.58,2.88,6.308,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
36565,0.73,59.5,61.0,5.8,5.83,3.46,8.193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36566,1.13,62.1,53.0,6.69,6.74,4.17,8.873,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36567,1.2,63.3,55.0,6.77,6.73,4.27,8.639,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36568,0.3,61.7,57.0,4.28,4.31,2.65,6.261,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36569,0.38,60.8,55.0,4.67,4.71,2.85,6.85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36570,0.55,60.4,56.0,5.32,5.36,3.23,7.011,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36571,1.06,62.0,57.0,6.52,6.54,4.05,9.379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36572,0.4,61.2,57.0,4.73,4.78,2.91,6.693,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36573,1.21,61.5,57.0,6.93,6.88,4.25,8.464,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36574,0.57,61.4,55.0,5.38,5.39,3.3,7.633,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36575,0.71,61.5,57.0,5.73,5.75,3.53,7.97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36576,0.75,62.5,57.0,5.8,5.85,3.64,8.176,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36577,1.11,61.2,56.0,6.65,6.68,4.08,8.833,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36578,0.4,60.8,57.0,4.78,4.81,2.91,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36579,1.7,61.2,59.0,7.62,7.55,4.64,9.338,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36580,0.38,62.0,55.0,4.65,4.67,2.89,6.62,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36581,1.0,59.6,61.0,6.4,6.36,3.8,8.259,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36582,0.72,62.7,56.0,5.71,5.78,3.6,8.077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36583,0.26,62.0,54.0,4.08,4.11,2.54,5.976,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36584,1.03,61.4,57.0,6.6,6.53,4.03,8.431,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36585,0.53,62.5,57.0,5.19,5.24,3.26,7.187,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
36586,0.39,58.0,61.0,4.83,4.79,2.79,7.162,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36587,1.28,62.3,58.0,6.89,6.94,4.31,8.424,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36588,0.37,61.9,54.0,4.63,4.65,2.87,6.703,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36589,1.55,61.5,56.0,7.36,7.4,4.54,9.486,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36590,1.01,62.3,55.0,6.38,6.31,3.95,8.361,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36591,0.4,59.4,59.0,4.85,4.78,2.86,6.916,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36592,0.7,61.3,59.0,5.69,5.73,3.5,8.288,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
36593,0.3,63.7,59.0,4.17,4.24,2.68,6.623,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36594,0.9,62.1,59.0,6.2,6.17,3.84,8.151,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36595,0.59,60.9,57.0,5.38,5.42,3.29,7.867,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
36596,0.7,62.7,54.0,5.67,5.71,3.57,8.353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36597,1.75,61.2,57.0,7.71,7.76,4.73,9.22,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
36598,0.3,61.9,56.0,4.3,4.32,2.67,6.417,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36599,1.22,63.5,56.0,6.79,6.75,4.3,8.581,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
36600,0.42,61.5,55.0,4.82,4.84,2.97,6.836,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36601,1.02,62.2,56.0,6.46,6.44,4.01,8.526,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36602,0.28,62.4,56.0,4.2,4.16,2.61,6.719,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36603,1.07,60.2,57.0,6.7,6.59,4.0,8.604,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36604,1.01,62.2,56.0,6.4,6.46,4.0,9.113,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36605,0.76,62.0,57.0,5.88,5.92,3.66,8.103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36606,0.54,61.5,56.0,5.22,5.26,3.23,7.378,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36607,0.3,59.6,61.0,4.39,4.34,2.6,6.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36608,0.51,62.9,56.0,5.05,5.1,3.19,7.176,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
36609,0.31,60.8,61.0,4.39,4.43,2.68,6.075,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36610,1.6,64.7,58.0,7.35,7.28,4.73,9.067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36611,0.7,65.9,59.0,5.53,5.49,3.63,7.681,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36612,1.05,62.8,57.0,6.46,6.48,4.06,8.685,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36613,0.52,61.0,57.0,5.21,5.19,3.17,7.477,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36614,1.21,62.4,55.0,6.81,6.78,4.24,8.56,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36615,0.3,60.2,57.0,4.37,4.3,2.61,6.482,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
36616,1.53,60.3,58.0,7.51,7.48,4.52,9.63,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36617,0.72,60.9,60.0,5.78,5.74,3.51,7.96,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36618,1.01,59.9,56.0,6.45,6.6,3.91,8.474,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
36619,0.3,63.7,54.0,4.25,4.23,2.7,6.227,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36620,1.51,62.8,58.0,7.21,7.28,4.55,9.233,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36621,0.4,62.6,54.0,4.77,4.7,2.96,6.822,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36622,0.51,60.9,56.0,5.17,5.22,3.16,7.419,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36623,0.3,62.3,54.0,4.29,4.32,2.68,6.151,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36624,0.9,61.9,55.0,6.21,6.19,3.84,8.319,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36625,2.01,62.1,59.0,8.06,7.98,4.98,9.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36626,1.5,62.0,63.0,7.28,7.24,4.5,8.894,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
36627,1.05,61.3,58.0,6.52,6.47,3.98,8.562,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36628,0.41,62.0,57.0,4.73,4.76,2.94,6.915,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36629,0.57,60.7,58.0,5.36,5.32,3.24,7.359,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36630,0.56,61.3,60.0,5.23,5.28,3.22,7.088,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36631,0.3,63.7,55.0,4.27,4.24,2.71,6.654,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36632,1.08,61.7,55.0,6.6,6.63,4.08,9.549,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36633,1.5,64.9,58.0,7.09,7.03,4.58,8.701,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36634,0.75,61.3,59.0,5.88,5.83,3.59,7.527,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36635,2.01,63.3,59.0,7.98,7.89,5.02,9.386,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
36636,0.3,63.8,56.0,4.23,4.26,2.71,5.861,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36637,1.51,63.9,63.0,7.2,7.17,4.59,8.904,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36638,1.74,61.8,56.0,7.69,7.73,4.77,9.628,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36639,1.26,60.5,62.0,6.97,6.92,4.2,8.574,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36640,0.32,64.3,59.0,4.28,4.34,2.77,6.458,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36641,0.38,60.8,61.0,4.65,4.66,2.83,6.641,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36642,1.51,61.7,57.0,7.39,7.36,4.55,8.762,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36643,0.42,62.1,56.0,4.82,4.78,2.98,7.119,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36644,0.7,60.8,59.0,5.73,5.71,3.48,7.612,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36645,0.52,59.8,57.0,5.24,5.26,3.14,7.555,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36646,0.78,62.6,57.0,5.87,5.91,3.69,8.109,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36647,0.41,61.4,57.0,4.78,4.8,2.94,6.558,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36648,0.39,61.9,55.6,4.68,4.7,2.91,6.946,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36649,0.35,61.8,55.0,4.53,4.56,2.81,6.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36650,0.7,62.8,56.0,5.64,5.69,3.56,7.646,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
36651,0.41,61.5,57.0,4.79,4.82,2.95,7.024,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36652,0.72,63.0,57.0,5.72,5.7,3.6,7.936,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
36653,0.33,59.8,58.0,4.52,4.54,2.71,6.198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
36654,0.71,63.8,58.0,5.64,5.61,3.59,7.938,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36655,1.51,61.2,62.0,7.36,7.32,4.49,8.85,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36656,1.75,62.9,57.0,7.71,7.59,4.81,9.316,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36657,0.55,62.5,54.0,5.24,5.29,3.29,7.246,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36658,1.01,60.4,58.0,6.57,6.47,3.94,8.858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36659,0.24,61.6,57.0,3.99,4.02,2.46,6.326,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36660,0.42,60.5,59.0,4.79,4.83,2.91,6.825,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36661,0.33,61.9,57.0,4.43,4.46,2.75,6.361,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36662,0.52,63.6,57.0,5.05,5.1,3.23,7.162,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36663,0.31,63.2,57.0,4.27,4.3,2.71,6.136,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36664,0.5,62.4,58.0,5.06,5.01,3.14,6.994,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
36665,1.7,61.5,55.0,7.69,7.73,4.74,9.695,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36666,0.58,62.3,54.0,5.39,5.43,3.37,7.428,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36667,0.76,62.9,58.0,5.76,5.85,3.65,8.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
36668,0.72,60.1,60.0,5.79,5.82,3.49,8.146,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36669,1.6,61.9,58.0,7.54,7.49,4.65,9.217,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36670,1.06,63.5,60.1,6.43,6.51,4.11,8.416,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
36671,0.31,61.8,56.0,4.34,4.37,2.69,6.599,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36672,0.33,60.7,57.0,4.5,4.46,2.72,6.504,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36673,0.35,61.0,57.0,4.54,4.57,2.77,6.477,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
36674,0.76,61.6,59.0,5.83,5.79,3.58,7.88,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36675,1.02,62.9,56.0,6.37,6.47,4.04,8.818,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
36676,2.01,59.8,63.0,8.11,8.14,4.86,9.736,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
36677,1.01,61.7,57.0,6.37,6.44,3.96,8.592,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36678,0.55,61.8,55.0,5.26,5.29,3.26,7.149,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36679,0.3,62.9,59.0,4.24,4.28,2.68,6.068,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36680,0.95,58.7,63.0,6.37,6.43,3.76,8.186,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36681,0.78,60.6,58.0,6.02,5.99,3.64,7.818,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36682,0.54,61.1,56.0,5.23,5.28,3.21,7.436,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36683,1.58,61.4,55.0,7.49,7.55,4.62,9.23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36684,0.7,63.2,57.0,5.66,5.59,3.55,7.447,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36685,0.4,62.2,54.0,4.77,4.75,2.96,7.188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36686,0.34,62.7,57.0,4.48,4.51,2.82,6.159,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36687,1.04,60.1,59.0,6.59,6.63,3.97,8.859,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36688,2.05,61.2,57.0,8.24,8.21,5.03,9.67,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36689,1.11,62.7,57.0,6.66,6.59,4.14,8.447,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36690,0.46,62.9,52.0,4.9,4.95,3.1,7.136,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
36691,1.11,62.0,56.0,6.61,6.65,4.11,8.519,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36692,0.34,61.8,57.0,4.46,4.51,2.77,6.103,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
36693,0.5,62.3,55.0,5.06,5.09,3.16,7.444,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
36694,0.44,62.7,57.0,4.82,4.85,3.03,6.649,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36695,2.21,61.9,55.0,8.4,8.36,5.19,9.813,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36696,0.27,61.8,53.0,4.18,4.2,2.59,6.368,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36697,0.53,61.7,55.0,5.22,5.24,3.23,7.223,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
36698,1.24,62.4,59.0,6.86,6.82,4.27,8.921,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36699,0.72,60.7,60.0,5.8,5.87,3.54,7.893,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36700,0.39,62.9,57.0,4.64,4.68,2.93,6.477,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
36701,0.7,59.2,61.0,5.76,5.7,3.39,7.017,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36702,0.91,60.6,58.0,6.3,6.25,3.8,8.365,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36703,0.3,61.8,58.0,4.36,4.31,2.68,6.738,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36704,0.23,61.3,59.0,3.99,3.94,2.43,6.347,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36705,1.08,61.9,57.0,6.54,6.61,4.07,8.551,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36706,0.41,61.7,56.0,4.77,4.8,2.95,6.612,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36707,1.2,62.4,58.0,6.81,6.75,4.23,8.74,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36708,0.71,61.3,55.0,5.77,5.72,3.52,7.943,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36709,0.55,62.8,56.0,5.2,5.24,3.28,7.571,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
36710,0.75,62.1,57.0,5.9,5.79,3.63,8.014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36711,0.96,66.3,58.0,6.07,5.9,3.97,7.84,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36712,0.77,61.6,57.0,5.91,5.87,3.63,8.077,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36713,1.24,62.4,58.0,6.93,6.82,4.29,8.799,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36714,2.39,60.6,58.0,8.65,8.58,5.22,9.722,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36715,1.01,66.1,55.0,6.19,6.1,4.06,9.051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36716,0.54,61.5,57.0,5.25,5.22,3.22,7.401,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36717,1.04,62.5,55.0,6.45,6.54,4.06,9.002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36718,0.39,60.1,56.0,4.77,4.82,2.88,6.724,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
36719,0.91,62.7,59.0,6.16,6.22,3.88,8.101,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36720,0.33,62.1,58.0,4.4,4.43,2.74,6.198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36721,0.56,61.0,57.0,5.34,5.32,3.25,7.027,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36722,0.81,61.2,57.0,6.0,6.05,3.69,8.054,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36723,0.4,62.8,59.0,4.64,4.69,2.93,6.603,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
36724,1.34,61.5,58.0,7.07,7.04,4.34,8.914,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36725,0.9,63.4,59.0,6.14,6.1,3.88,8.251,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
36726,0.71,61.1,56.0,5.71,5.74,3.5,8.071,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36727,0.7,62.8,59.0,5.63,5.67,3.55,7.475,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
36728,0.53,63.0,54.0,5.18,5.14,3.25,7.149,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36729,0.32,63.8,56.0,4.38,4.36,2.79,6.248,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36730,0.32,61.7,57.0,4.39,4.42,2.72,6.726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36731,0.52,63.3,58.0,5.11,5.06,3.22,6.978,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36732,0.23,61.3,60.0,3.95,4.01,2.44,6.273,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
36733,0.4,62.2,58.0,4.72,4.67,2.92,6.882,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36734,0.7,63.2,61.0,5.62,5.59,3.54,7.744,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
36735,0.76,60.3,58.0,5.91,5.96,3.58,7.866,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
36736,0.7,62.5,55.0,5.73,5.7,3.57,7.898,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36737,1.3,62.0,55.0,7.02,6.98,4.34,9.232,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36738,1.01,62.2,56.0,6.42,6.45,4.0,8.474,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36739,0.32,61.2,56.0,4.43,4.39,2.7,6.937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36740,2.04,62.9,54.0,8.16,8.08,5.1,9.76,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
36741,0.54,60.9,56.0,5.31,5.27,3.22,7.503,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36742,0.52,59.6,62.0,5.18,5.23,3.1,7.126,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
36743,1.52,60.1,57.0,7.53,7.49,4.51,9.167,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36744,1.02,62.1,59.0,6.41,6.47,4.0,8.709,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36745,0.41,61.2,57.0,4.77,4.81,2.93,6.926,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36746,1.52,61.0,58.0,7.39,7.44,4.52,9.162,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36747,1.21,61.8,58.0,6.83,6.79,4.21,8.729,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36748,1.5,59.6,59.0,7.54,7.46,4.47,8.864,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36749,0.94,59.8,61.0,6.39,6.35,3.81,8.465,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
